Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Car_Age,Brand,Kilometers_Per_Year,Is_First_Owner
664,Hyundai Verna CRDi SX,Jaipur,2008,170000,Diesel,Manual,Second,16.8,1493.0,110.0,5.0,11.75,1.5,18,Hyundai,8947.0,0
665,Maruti Ritz VDi,Pune,2015,65000,Diesel,Manual,Second,23.2,1248.0,73.94,5.0,11.75,3.27,11,Maruti,5417.0,0
666,Audi Q7 3.0 TDI Quattro Technology,Pune,2008,120300,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,18.0,18.0,18,Audi,6332.0,0
667,Hyundai i20 Asta Option 1.2,Pune,2016,21000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,11.75,6.3,10,Hyundai,1909.0,1
668,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,18108,Diesel,Manual,First,24.3,1248.0,88.5,5.0,12.56,11.31,9,Maruti,1811.0,1
669,Honda City i VTEC S,Pune,2014,58407,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.75,6.16,12,Honda,4493.0,1
670,Maruti Ciaz ZXi,Pune,2014,49500,Petrol,Manual,First,20.73,1373.0,91.1,5.0,11.75,6.0,12,Maruti,3808.0,1
671,Nissan Sunny XV CVT,Kochi,2013,37199,Petrol,Automatic,First,17.5,1498.0,99.6,5.0,11.33,5.43,13,Nissan,2657.0,1
672,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,62000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,11.75,4.65,14,Volkswagen,4133.0,1
673,Maruti Ertiga ZDI,Hyderabad,2015,59000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,12.34,7.5,11,Maruti,4917.0,1
674,Maruti Swift Dzire VDI,Jaipur,2015,60000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,11.75,6.25,11,Maruti,5000.0,1
675,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Bangalore,2007,39037,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,11.75,9.25,19,Mercedes-Benz,1952.0,1
676,Honda Brio S MT,Mumbai,2013,17003,Petrol,Manual,First,19.4,1198.0,86.8,5.0,11.75,3.15,13,Honda,1214.0,1
677,Hyundai i10 Magna Optional 1.1L,Hyderabad,2008,80400,Petrol,Manual,First,16.0,1086.0,66.7,5.0,11.75,2.3,18,Hyundai,4232.0,1
678,Hyundai Verna 1.6 SX CRDi (O),Jaipur,2012,75200,Diesel,Manual,First,22.32,1582.0,126.32,5.0,11.75,5.25,14,Hyundai,5013.0,1
679,Maruti Ciaz VDI SHVS,Kochi,2017,41217,Diesel,Manual,First,28.09,1248.0,88.5,5.0,11.75,7.4,9,Maruti,4122.0,1
680,Ford Ikon 1.3 Flair,Pune,2006,98293,Petrol,Manual,Second,13.8,1299.0,70.0,5.0,11.75,1.55,20,Ford,4681.0,0
681,Volkswagen Polo 1.2 MPI Highline,Pune,2017,54000,Petrol,Manual,Second,16.2,1199.0,74.0,5.0,11.75,6.0,9,Volkswagen,5400.0,0
682,Honda Jazz 1.2 V i VTEC,Chennai,2016,17377,Petrol,Manual,First,18.7,1199.0,88.7,5.0,11.75,5.9,10,Honda,1580.0,1
683,Honda Amaze EX i-Dtech,Bangalore,2013,33800,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,11.75,4.7,13,Honda,2414.0,0
684,Hyundai i20 Asta 1.4 CRDi,Hyderabad,2015,86157,Diesel,Manual,First,22.54,1396.0,88.73,5.0,11.75,6.5,11,Hyundai,7180.0,1
685,Maruti Ritz VDi,Hyderabad,2012,146824,Diesel,Manual,First,21.1,1248.0,73.9,5.0,11.75,3.55,14,Maruti,9788.0,1
686,Honda City V MT,Chennai,2014,55000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,11.75,7.1,12,Honda,4231.0,1
687,Skoda Superb 1.8 TSI MT,Hyderabad,2010,53293,Petrol,Manual,First,13.14,1798.0,160.0,5.0,11.75,6.0,16,Skoda,3135.0,1
688,Maruti Vitara Brezza LDi Option,Pune,2017,38000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.75,7.99,9,Maruti,3800.0,1
689,Hyundai i20 Asta,Bangalore,2009,64000,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,11.75,4.1,17,Hyundai,3556.0,0
690,Maruti Alto K10 VXI AGS,Hyderabad,2017,25058,Petrol,Automatic,First,24.07,998.0,67.1,5.0,11.75,3.95,9,Maruti,2506.0,1
691,Hyundai EON Era Plus,Kochi,2016,36700,Petrol,Manual,First,21.1,814.0,55.2,5.0,11.75,4.38,10,Hyundai,3336.0,1
692,Hyundai i10 Sportz,Mumbai,2011,35000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,11.75,2.75,15,Hyundai,2188.0,1
693,Mercedes-Benz SLK-Class SLK 350,Coimbatore,2016,22732,Petrol,Automatic,First,18.1,3498.0,306.0,2.0,55.54,55.54,10,Mercedes-Benz,2067.0,1
694,Audi A6 2.0 TDI Design Edition,Hyderabad,2014,48000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,29.0,29.0,12,Audi,3692.0,1
695,Ford EcoSport 1.5 TDCi Titanium,Bangalore,2013,62084,Diesel,Manual,First,22.77,1498.0,98.59,5.0,11.75,6.6,13,Ford,4435.0,1
696,Volkswagen Passat Highline DSG,Kolkata,2012,39273,Diesel,Automatic,First,14.3,1968.0,140.0,5.0,11.75,6.99,14,Volkswagen,2618.0,1
697,Toyota Innova Crysta 2.4 ZX MT,Bangalore,2017,64798,Diesel,Manual,First,13.68,2393.0,147.8,7.0,26.45,18.75,9,Toyota,6480.0,1
698,Ford Figo Diesel ZXI,Jaipur,2010,100002,Diesel,Manual,Third,20.0,1399.0,68.0,5.0,11.75,1.28,16,Ford,5882.0,0
699,Chevrolet Aveo 1.4,Pune,2006,78000,Petrol,Manual,Third,14.49,1399.0,92.7,5.0,11.75,1.2,20,Chevrolet,3714.0,0
700,Maruti Ritz LXi,Coimbatore,2013,57717,Petrol,Manual,First,18.5,1197.0,85.8,5.0,11.75,4.31,13,Maruti,4123.0,1
701,Land Rover Freelander 2 SE,Chennai,2011,109000,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,16.5,16.5,15,Land,6812.0,1
702,Hyundai Grand i10 Asta,Coimbatore,2017,74515,Petrol,Manual,First,18.9,1197.0,82.0,5.0,11.75,5.64,9,Hyundai,7452.0,1
703,Ford Endeavour 3.2 Trend AT 4X4,Coimbatore,2017,50484,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,31.12,31.12,9,Ford,5048.0,1
704,Audi Q5 2008-2012 2.0 TDI,Kochi,2013,13452,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,25.46,25.46,13,Audi,961.0,1
705,Hyundai Verna 1.6 VTVT,Kochi,2017,37688,Petrol,Manual,First,17.01,1591.0,121.3,5.0,11.75,7.88,9,Hyundai,3769.0,1
706,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Chennai,2017,34000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,36.0,36.0,9,Mercedes-Benz,3400.0,1
707,Mercedes-Benz M-Class ML 350 4Matic,Pune,2014,120000,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,30.0,30.0,12,Mercedes-Benz,9231.0,1
708,Maruti Swift Dzire ZXi,Pune,2008,64000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,11.75,2.85,18,Maruti,3368.0,0
709,Honda City 1.3 EXI S,Delhi,2011,100000,Petrol,Manual,First,13.0,1343.0,90.0,5.0,11.75,3.5,15,Honda,6250.0,1
710,Renault Duster 85PS Diesel RxL Optional,Jaipur,2014,75000,Diesel,Manual,First,20.46,1461.0,83.8,5.0,11.75,7.5,12,Renault,5769.0,1
711,Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,2012,86000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,19.0,19.0,14,Mercedes-Benz,5733.0,1
712,BMW X5 xDrive 30d Design Pure Experience 5 Seater,Hyderabad,2015,69000,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,54.0,54.0,11,BMW,5750.0,1
713,Hyundai Xcent 1.2 Kappa SX Option,Kochi,2015,41721,Petrol,Manual,First,19.1,1197.0,82.0,5.0,11.75,4.7,11,Hyundai,3477.0,1
714,Maruti Dzire AMT ZXI Plus,Hyderabad,2017,13000,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,10.34,8.5,9,Maruti,1300.0,1
715,BMW 3 Series 320d Corporate Edition,Kolkata,2013,38998,Diesel,Automatic,First,16.07,1995.0,181.0,4.0,17.0,17.0,13,BMW,2786.0,1
716,Maruti Alto 800 LXI,Kochi,2017,54250,Petrol,Manual,First,22.74,796.0,47.3,5.0,11.75,3.51,9,Maruti,5425.0,1
717,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,45979,Diesel,Automatic,Second,17.11,1968.0,174.33,5.0,19.5,19.5,13,Audi,3284.0,0
718,Mini Cooper S,Pune,2012,37000,Petrol,Automatic,Second,13.6,1598.0,181.0,4.0,17.0,17.0,14,Mini,2467.0,0
719,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,46983,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,43.35,43.35,11,Audi,3915.0,0
720,Chevrolet Beat Diesel LT,Bangalore,2012,40700,Diesel,Manual,First,25.44,936.0,57.6,5.0,11.75,2.65,14,Chevrolet,2713.0,1
721,Maruti Wagon R LXI BS IV,Kochi,2015,43828,Petrol,Manual,First,20.51,998.0,67.04,5.0,11.75,3.52,11,Maruti,3652.0,1
722,Nissan Terrano XV Premium 110 PS,Kolkata,2016,53000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,11.75,6.25,10,Nissan,4818.0,1
723,BMW 3 Series 320d Luxury Plus,Ahmedabad,2015,100000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,24.75,24.75,11,BMW,8333.0,1
724,Maruti Swift Dzire VXI,Mumbai,2015,19000,Petrol,Manual,First,20.85,1197.0,83.14,5.0,11.75,5.25,11,Maruti,1583.0,1
725,Skoda Yeti Elegance 4X2,Jaipur,2016,84000,Diesel,Manual,First,17.72,1968.0,108.5,5.0,11.75,11.0,10,Skoda,7636.0,1
726,Ford EcoSport 1.5 Ti VCT AT Titanium,Kochi,2018,37630,Petrol,Automatic,First,15.63,1499.0,110.4,5.0,11.75,9.1,8,Ford,4181.0,1
727,Hyundai i20 1.2 Magna,Chennai,2010,67714,Petrol,Manual,First,18.5,1197.0,80.0,5.0,11.75,3.25,16,Hyundai,3983.0,1
728,Maruti S Cross DDiS 200 Sigma Option,Pune,2017,32000,Diesel,Manual,First,15.0,1248.0,88.5,5.0,11.75,8.5,9,Maruti,3200.0,1
729,Hyundai Verna Transform VTVT,Pune,2010,51000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,11.75,3.1,16,Hyundai,3000.0,1
730,BMW 3 Series 320d Luxury Line,Kochi,2015,58390,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,54.43,19.86,11,BMW,4866.0,1
731,Hyundai Grand i10 1.2 CRDi Magna,Kolkata,2017,14000,Diesel,Manual,First,24.0,1186.0,73.97,5.0,7.46,4.9,9,Hyundai,1400.0,1
732,Honda City i-VTEC V,Delhi,2014,55818,Petrol,Manual,Second,17.4,1497.0,117.3,5.0,11.85,5.7,12,Honda,4294.0,0
733,Maruti Swift 1.3 VXi,Chennai,2006,97800,Petrol,Manual,Third,16.1,1497.0,98.6,5.0,11.75,1.75,20,Maruti,4657.0,0
734,Maruti Swift VDI BSIV,Kolkata,2012,52241,Diesel,Manual,First,25.2,1248.0,74.0,5.0,11.75,2.9,14,Maruti,3483.0,1
735,Maruti Baleno Zeta 1.3,Coimbatore,2018,25433,Diesel,Manual,First,27.39,1248.0,74.0,5.0,11.75,7.83,8,Maruti,2826.0,1
736,Tata Safari Storme 2012-2015 LX,Kochi,2015,40611,Diesel,Manual,First,14.0,2179.0,138.1,7.0,11.75,8.15,11,Tata,3384.0,1
737,Hyundai Accent GLS,Bangalore,2008,72000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,11.75,2.0,18,Hyundai,3789.0,0
738,Maruti Swift LDI SP Limited Edition,Hyderabad,2016,54631,Diesel,Manual,First,25.2,1248.0,74.0,5.0,11.75,6.25,10,Maruti,4966.0,1
740,Tata Nano XTA,Coimbatore,2016,24941,Petrol,Automatic,First,21.9,624.0,37.48,4.0,11.75,3.19,10,Tata,2267.0,1
741,Maruti Ertiga VDI,Ahmedabad,2017,63939,Diesel,Manual,First,25.47,1248.0,88.5,7.0,10.41,7.75,9,Maruti,6394.0,1
742,Maruti Celerio VXI AMT,Delhi,2014,35214,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,5.57,3.2,12,Maruti,2709.0,0
743,Maruti Swift VDI BSIV,Delhi,2015,63000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,11.75,4.9,11,Maruti,5250.0,1
744,Volkswagen Vento Petrol Highline,Kochi,2012,121377,Petrol,Manual,First,15.04,1598.0,103.6,5.0,11.75,3.8,14,Volkswagen,8092.0,1
745,Volkswagen Jetta 2007-2011 1.9 Highline TDI,Chennai,2009,100970,Diesel,Automatic,First,15.5,1896.0,105.0,5.0,11.75,4.0,17,Volkswagen,5609.0,1
746,Mini Cooper 5 DOOR D,Hyderabad,2014,60000,Diesel,Automatic,Second,20.7,1496.0,113.98,5.0,42.48,23.5,12,Mini,4615.0,0
747,Tata Indica V2 DLS,Chennai,2008,77650,Diesel,Manual,First,17.2,1396.0,53.5,5.0,11.75,1.15,18,Tata,4087.0,1
749,Land Rover Range Rover 3.0 D,Mumbai,2008,55001,Diesel,Automatic,Second,0.0,1497.0,98.6,5.0,26.5,26.5,18,Land,2895.0,0
750,Honda City i-VTEC CVT VX,Bangalore,2015,18955,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,16.04,10.65,11,Honda,1580.0,1
751,Jaguar XF 2.2 Litre Luxury,Coimbatore,2016,47877,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,35.68,35.68,10,Jaguar,4352.0,1
752,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Kochi,2017,43368,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,31.94,31.94,9,Mercedes-Benz,4337.0,1
753,Chevrolet Cruze LTZ,Chennai,2011,73000,Diesel,Manual,Third,18.3,1991.0,147.9,5.0,11.75,4.2,15,Chevrolet,4562.0,0
754,Mahindra XUV500 W8 2WD,Ahmedabad,2015,72007,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.75,9.9,11,Mahindra,6001.0,1
755,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Kochi,2014,56778,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,15.46,15.46,12,Mercedes-Benz,4368.0,1
756,Honda Jazz VX,Kochi,2018,20024,Petrol,Manual,First,18.2,1199.0,88.7,5.0,9.1,8.46,8,Honda,2225.0,1
757,Toyota Etios G,Kolkata,2013,42103,Petrol,Manual,First,16.78,1496.0,88.73,5.0,11.75,3.25,13,Toyota,3007.0,1
758,Maruti Alto LXi BSIII,Hyderabad,2012,67147,Petrol,Manual,First,19.7,796.0,46.3,5.0,11.75,2.6,14,Maruti,4476.0,1
759,Maruti Swift VXI BSIV,Coimbatore,2016,37806,Petrol,Manual,First,20.4,1197.0,81.8,5.0,11.75,5.2,10,Maruti,3437.0,1
760,Maruti A-Star Vxi,Pune,2009,85000,Petrol,Manual,Third,19.0,998.0,66.1,5.0,11.75,1.8,17,Maruti,4722.0,0
761,Tata Nano Lx BSIV,Chennai,2011,35000,Petrol,Manual,First,25.4,624.0,37.48,4.0,11.75,1.6,15,Tata,2188.0,1
762,Ford Figo Titanium Diesel,Kolkata,2015,72035,Diesel,Manual,First,25.5,1498.0,99.0,5.0,7.65,2.5,11,Ford,6003.0,1
763,Fiat Linea Emotion,Jaipur,2011,48500,Petrol,Manual,First,16.0,1368.0,90.0,5.0,11.75,2.5,15,Fiat,3031.0,1
764,Ford Figo Aspire 1.2 Ti-VCT Trend,Coimbatore,2017,28854,Petrol,Manual,First,18.16,1196.0,86.8,5.0,11.75,6.7,9,Ford,2885.0,1
765,Maruti Baleno LXI,Hyderabad,2005,92450,Petrol,Manual,First,15.4,1590.0,94.0,5.0,11.75,1.2,21,Maruti,4202.0,1
766,BMW 3 Series 320d Luxury Line,Coimbatore,2016,14351,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,54.43,35.55,10,BMW,1305.0,1
767,Chevrolet Cruze LTZ,Jaipur,2017,51087,Diesel,Manual,First,17.9,1998.0,163.7,5.0,11.75,7.75,9,Chevrolet,5109.0,1
768,Mahindra Scorpio 2.6 DX,Chennai,2005,50000,Diesel,Manual,First,12.7,2609.0,116.6,8.0,11.75,1.94,21,Mahindra,2273.0,1
769,Tata Indica V2 eLS,Hyderabad,2016,73000,Diesel,Manual,First,25.0,1396.0,69.0,5.0,11.75,2.2,10,Tata,6636.0,1
770,Chevrolet Cruze LTZ AT,Ahmedabad,2011,60000,Diesel,Automatic,First,18.1,1991.0,147.9,4.0,11.75,3.8,15,Chevrolet,3750.0,1
771,Toyota Innova 2.5 V Diesel 8-seater,Chennai,2016,50000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,15.65,15.65,10,Toyota,4545.0,1
772,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,36797,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.47,39.47,8,Mercedes-Benz,4089.0,1
773,Maruti Ritz VXi,Kolkata,2011,50000,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,11.75,1.5,15,Maruti,3125.0,0
774,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Ahmedabad,2013,94000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,11.75,8.85,13,Toyota,6714.0,1
775,Toyota Fortuner 4x4 MT,Bangalore,2013,74000,Diesel,Manual,Second,12.55,2982.0,168.5,7.0,17.9,17.9,13,Toyota,5286.0,0
776,Hyundai i10 Sportz AT,Coimbatore,2014,41016,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,11.75,5.08,12,Hyundai,3155.0,0
777,Hyundai Verna 1.6 SX,Bangalore,2012,67000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,11.75,6.25,14,Hyundai,4467.0,1
778,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Bangalore,2015,76927,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,22.75,22.75,11,Audi,6411.0,1
779,Chevrolet Beat LS,Kolkata,2010,17088,Petrol,Manual,First,18.6,1199.0,79.4,5.0,11.75,1.46,16,Chevrolet,1005.0,1
780,Ford Fiesta 1.4 Duratorq ZXI,Pune,2007,112808,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,11.75,2.05,19,Ford,5640.0,0
781,Ford Figo Diesel EXI,Coimbatore,2014,74980,Diesel,Manual,First,20.0,1399.0,68.0,5.0,11.75,4.08,12,Ford,5768.0,1
782,Maruti Celerio VXI AT,Hyderabad,2014,44600,Petrol,Automatic,First,23.1,998.0,67.04,5.0,11.75,4.55,12,Maruti,3431.0,1
783,Mercedes-Benz A Class A180 CDI,Mumbai,2013,37000,Diesel,Automatic,First,20.0,2143.0,107.3,5.0,14.0,14.0,13,Mercedes-Benz,2643.0,1
784,Hyundai Creta 1.6 SX,Ahmedabad,2016,21000,Petrol,Manual,First,15.8,1591.0,121.3,5.0,13.74,10.9,10,Hyundai,1909.0,1
785,Maruti Wagon R VXI BS IV,Bangalore,2010,81245,Petrol,Manual,First,18.9,998.0,67.1,5.0,11.75,2.45,16,Maruti,4779.0,1
786,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Delhi,2013,70000,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,15.8,15.8,13,Mercedes-Benz,5000.0,1
787,Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2017,4018,Petrol,Manual,First,18.88,1499.0,110.4,5.0,11.75,8.25,9,Ford,402.0,1
788,Renault Koleos 2.0 Diesel,Delhi,2013,70000,Diesel,Automatic,Second,13.73,1995.0,148.0,5.0,11.75,8.5,13,Renault,5000.0,0
789,Mahindra XUV500 W10 2WD,Coimbatore,2016,56532,Diesel,Manual,First,16.0,2179.0,140.0,7.0,15.54,15.54,10,Mahindra,5139.0,1
790,Maruti Omni E 8 Str STD,Hyderabad,2013,26875,Petrol,Manual,First,16.8,796.0,34.2,8.0,11.75,2.35,13,Maruti,1920.0,1
791,Maruti Wagon R VXI,Coimbatore,2015,72599,Petrol,Manual,First,22.5,998.0,67.04,5.0,5.72,4.32,11,Maruti,6050.0,1
792,Ford Endeavour XLT TDCi 4X2,Jaipur,2008,205000,Diesel,Manual,Second,13.1,2499.0,141.0,7.0,11.75,3.9,18,Ford,10789.0,0
793,Hyundai Verna 1.6 SX,Hyderabad,2011,98000,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,11.75,5.2,15,Hyundai,6125.0,0
794,Hyundai i20 Magna 1.2,Mumbai,2018,19500,Petrol,Manual,First,18.6,1197.0,81.83,5.0,11.75,5.85,8,Hyundai,2167.0,1
795,Maruti Ertiga ZXI,Bangalore,2013,68000,Petrol,Manual,Second,16.02,1373.0,93.7,7.0,11.75,6.25,13,Maruti,4857.0,0
796,Mahindra XUV500 W9 AT,Coimbatore,2019,19654,Diesel,Automatic,First,14.0,2179.0,155.0,7.0,21.33,17.63,7,Mahindra,2457.0,1
797,Maruti SX4 S Cross DDiS 200 Zeta,Mumbai,2017,26000,Diesel,Manual,First,23.65,1248.0,88.5,5.0,11.75,9.75,9,Maruti,2600.0,1
798,Mercedes-Benz SLK-Class SLK 350,Bangalore,2015,10000,Petrol,Automatic,First,18.1,3498.0,306.0,2.0,55.0,55.0,11,Mercedes-Benz,833.0,1
799,Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2011,75020,Diesel,Manual,First,22.07,1199.0,73.9,5.0,11.75,4.1,15,Volkswagen,4689.0,1
800,Toyota Fortuner 4x4 MT,Hyderabad,2011,157000,Diesel,Manual,First,12.55,2982.0,168.5,7.0,11.99,11.99,15,Toyota,9812.0,1
801,Mahindra XUV500 W10 2WD,Kochi,2017,43773,Diesel,Manual,First,16.0,2179.0,140.0,7.0,13.54,13.54,9,Mahindra,4377.0,1
802,Mercedes-Benz GLE 250d,Mumbai,2016,21000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,78.76,56.0,10,Mercedes-Benz,1909.0,1
803,Honda Jazz 1.2 VX i VTEC,Chennai,2016,23280,Petrol,Manual,First,18.7,1199.0,88.7,5.0,11.75,6.5,10,Honda,2116.0,1
804,Maruti Swift Dzire VDI,Pune,2013,88000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,11.75,4.75,13,Maruti,6286.0,1
805,Hyundai Verna 1.6 SX VTVT,Hyderabad,2014,67000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,11.75,5.6,12,Hyundai,5154.0,1
806,Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,59636,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,29.2,29.2,9,Ford,5964.0,1
807,Hyundai i20 1.2 Asta Option,Kolkata,2018,11000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,11.75,6.35,8,Hyundai,1222.0,1
808,Honda City 1.5 V MT Sunroof,Mumbai,2013,60669,Petrol,Manual,First,16.8,1497.0,116.3,5.0,11.75,4.95,13,Honda,4334.0,1
809,Honda Amaze VX Diesel,Hyderabad,2018,12000,Diesel,Manual,First,27.4,1498.0,98.6,5.0,10.34,8.5,8,Honda,1333.0,1
810,Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,35000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,11.75,4.5,13,Hyundai,2500.0,1
811,Honda Mobilio S i DTEC,Chennai,2015,65000,Diesel,Manual,First,24.2,1498.0,98.6,7.0,11.75,5.5,11,Honda,5417.0,1
812,Maruti Ertiga ZDI,Kochi,2013,39929,Diesel,Manual,First,20.77,1248.0,88.8,7.0,12.34,6.56,13,Maruti,2852.0,1
813,Maruti Alto K10 LXI,Pune,2014,49000,Petrol,Manual,First,24.07,998.0,67.1,5.0,4.29,2.3,12,Maruti,3769.0,1
814,Toyota Qualis FS B2,Pune,2004,77757,Diesel,Manual,Second,13.1,2446.0,75.0,10.0,11.75,3.5,22,Toyota,3381.0,0
815,Hyundai i10 Sportz,Kochi,2016,21456,Petrol,Manual,First,20.36,1197.0,78.9,5.0,11.75,4.55,10,Hyundai,1951.0,1
816,Skoda Laura 1.9 TDI AT Ambiente,Bangalore,2009,74000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,11.75,7.75,17,Skoda,4111.0,0
817,Hyundai i20 Asta Option 1.2,Mumbai,2015,37000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,11.75,5.25,11,Hyundai,3083.0,0
818,BMW 5 Series 2003-2012 530d Highline,Coimbatore,2013,108640,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,23.29,23.29,13,BMW,7760.0,1
819,BMW 3 Series 320d M Sport,Mumbai,2016,38000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,23.99,23.99,10,BMW,3455.0,1
820,Chevrolet Aveo 1.4 LT ABS BSIV,Pune,2010,80000,Petrol,Manual,First,14.49,1399.0,92.7,5.0,11.75,1.79,16,Chevrolet,4706.0,1
821,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Mumbai,2011,47000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,13.9,13.9,15,Mercedes-Benz,2938.0,0
822,Audi A6 2011-2015 2.0 TDI Premium Plus,Kolkata,2013,31000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,18.95,18.95,13,Audi,2214.0,1
823,Maruti Wagon R LXI BS IV,Kolkata,2014,40000,Petrol,Manual,First,20.51,998.0,67.04,5.0,11.75,2.49,12,Maruti,3077.0,1
824,Renault KWID RXT,Jaipur,2016,4152,Petrol,Manual,First,25.17,799.0,53.3,5.0,11.75,3.15,10,Renault,377.0,1
825,Volkswagen Ameo 1.5 TDI Highline,Mumbai,2017,51000,Diesel,Manual,First,21.66,1498.0,108.62,5.0,10.04,6.45,9,Volkswagen,5100.0,1
826,Volkswagen Polo Diesel Comfortline 1.2L,Ahmedabad,2013,55000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,11.75,4.25,13,Volkswagen,3929.0,1
827,Maruti Alto 800 LXI,Hyderabad,2014,58500,Petrol,Manual,First,22.74,796.0,47.3,5.0,11.75,2.75,12,Maruti,4500.0,1
828,Hyundai i20 Asta Option 1.2,Kochi,2017,58620,Petrol,Manual,First,18.6,1197.0,81.83,5.0,11.75,7.14,9,Hyundai,5862.0,1
830,Hyundai i20 1.2 Sportz,Jaipur,2012,71172,Petrol,Manual,Third,17.0,1197.0,80.0,5.0,11.75,3.5,14,Hyundai,4745.0,0
831,Hyundai i20 1.4 Asta,Chennai,2017,12000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,11.75,7.3,9,Hyundai,1200.0,1
832,Maruti Wagon R LXI Optional,Kolkata,2014,25000,Petrol,Manual,First,20.51,998.0,67.04,5.0,11.75,2.75,12,Maruti,1923.0,1
833,Hyundai i20 1.4 Asta Option,Bangalore,2017,43000,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,11.75,8.2,9,Hyundai,4300.0,0
834,Volkswagen Polo GT TSI,Mumbai,2015,57022,Petrol,Automatic,First,17.21,1197.0,103.6,5.0,11.26,6.51,11,Volkswagen,4752.0,1
