Unnamed: 0,Name,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Car_Age,Kilometers_Per_Year,Is_First_Owner,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Brand_Ambassador,Brand_Audi,Brand_BMW,Brand_Bentley,Brand_Chevrolet,Brand_Datsun,Brand_Fiat,Brand_Force,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_ISUZU,Brand_Isuzu,Brand_Jaguar,Brand_Jeep,Brand_Lamborghini,Brand_Land,Brand_Mahindra,Brand_Maruti,Brand_Mercedes-Benz,Brand_Mini,Brand_Mitsubishi,Brand_Nissan,Brand_Porsche,Brand_Renault,Brand_Skoda,Brand_Tata,Brand_Toyota,Brand_Volkswagen,Brand_Volvo,Location_Ahmedabad,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune
495,Skoda Octavia Classic 1.9 TDI MT,2006,72000,Second,18.7,1896.0,66.0,5.0,11.75,3.2,20,3429.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
496,Honda Amaze VX i-Vtech,2015,79000,First,18.0,1198.0,86.7,5.0,11.75,4.0,11,6583.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
497,Maruti Zen LXi BSII,2004,29000,First,17.3,993.0,60.0,5.0,11.75,1.6,22,1261.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
498,Maruti SX4 ZXI MT BSIV,2013,66012,First,15.5,1586.0,103.3,5.0,11.75,4.15,13,4715.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
499,Honda Brio VX AT,2014,35000,First,16.5,1198.0,86.8,5.0,11.75,4.25,12,2692.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500,Maruti Wagon R VXI,2011,75000,First,18.9,998.0,67.1,5.0,5.44,2.6,15,4688.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
501,Toyota Camry A/T,2008,80000,Second,12.1,2362.0,164.7,5.0,11.75,3.43,18,4211.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
502,Chevrolet Beat LS,2012,32717,First,18.6,1199.0,79.4,5.0,11.75,2.55,14,2181.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
503,Toyota Fortuner 4x4 AT,2017,25000,First,12.55,2982.0,168.5,7.0,32.0,32.0,9,2500.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
504,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,79000,First,22.7,1498.0,89.84,5.0,11.75,6.25,12,6077.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
505,Maruti Swift Vdi BSIII,2010,86000,Second,17.8,1248.0,75.0,5.0,11.75,3.6,16,5059.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
506,Mercedes-Benz S Class 2005 2013 S 350 CDI,2010,137000,First,13.5,2987.0,282.0,5.0,18.5,18.5,16,8059.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
507,Honda Mobilio S i VTEC,2015,25000,Second,17.3,1497.0,117.3,7.0,11.75,4.25,11,2083.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
508,Hyundai Grand i10 Sportz,2017,8500,Second,18.9,1197.0,82.0,5.0,11.75,4.8,9,850.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
509,Mahindra XUV500 AT W8 FWD,2015,34000,First,16.0,2179.0,140.0,7.0,13.0,13.0,11,2833.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
510,Skoda Fabia 1.6 MPI Elegance,2012,41629,Second,14.83,1598.0,105.0,5.0,11.75,2.25,14,2775.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
511,Hyundai Santro Xing GLS,2009,80227,First,17.92,1086.0,62.1,5.0,11.75,2.3,17,4457.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
512,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2019,8587,First,15.29,1591.0,121.3,5.0,13.56,13.56,7,1073.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
513,Mahindra Scorpio 1.99 S8,2017,30000,First,15.4,1997.0,120.0,7.0,12.25,12.25,9,3000.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
514,Skoda Rapid 1.6 TDI Ambition,2013,64186,First,20.5,1598.0,103.5,5.0,11.75,3.76,13,4585.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
515,Renault Duster 110PS Diesel RxZ,2015,76427,First,19.01,1461.0,108.45,5.0,15.01,8.58,11,6369.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
516,BMW X5 xDrive 30d,2011,75000,First,11.7,2993.0,245.0,5.0,27.5,27.5,15,4688.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
517,Toyota Etios G,2013,27075,First,17.6,1496.0,88.73,5.0,11.75,4.95,13,1934.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
518,Maruti Wagon R LXI,2012,30000,First,22.5,998.0,67.04,5.0,4.74,3.3,14,2000.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
519,Hyundai Creta 1.6 SX,2016,69434,First,15.8,1591.0,121.3,5.0,14.84,8.0,10,6312.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
520,Maruti Celerio VXI,2014,56000,First,23.1,998.0,67.04,5.0,11.75,2.79,12,4308.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
521,Land Rover Range Rover HSE Dynamic,2017,49275,First,12.7,2179.0,187.7,5.0,45.64,45.64,9,4928.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
522,Chevrolet Beat LT,2014,8700,First,18.6,1199.0,76.8,5.0,11.75,2.55,12,669.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
523,Tata Nano Twist XT,2014,18000,Second,25.4,624.0,37.5,4.0,11.75,1.0,12,1385.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
524,Audi A6 2011-2015 35 TDI Technology,2017,41041,First,17.68,1968.0,174.33,5.0,37.56,37.56,9,4104.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
525,Mercedes-Benz E-Class 280 CDI,2009,80464,Second,11.0,2987.0,198.5,5.0,11.75,9.29,17,4470.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
526,Maruti Swift VXI,2019,20667,First,22.0,1197.0,81.8,5.0,6.995,6.37,7,2583.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
527,Fiat Linea T Jet,2013,60283,First,14.6,1368.0,112.0,5.0,11.75,2.98,13,4306.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
528,Maruti Swift VXI Optional,2017,31696,First,20.4,1197.0,81.8,5.0,11.75,5.75,9,3170.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
529,Toyota Fortuner 3.0 Diesel,2010,100000,First,11.5,2982.0,171.0,7.0,13.0,13.0,16,5882.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
530,Maruti Ertiga ZXI,2014,13361,First,16.02,1373.0,93.7,7.0,11.75,6.8,12,1028.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
531,BMW 3 Series 320i Sedan,2010,48394,First,12.05,1995.0,154.0,5.0,11.75,10.49,16,2847.0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
532,Maruti Ertiga VXI,2014,47399,First,16.02,1373.0,93.7,7.0,11.75,5.6,12,3646.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
533,Honda City 1.5 V AT,2010,69000,Second,16.8,1497.0,118.0,5.0,11.75,2.85,16,4059.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
534,Hyundai Santa Fe 4X4,2013,65278,First,14.66,2199.0,194.3,7.0,11.75,8.36,13,4663.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
535,Tata Indigo LS,2005,108000,First,17.0,1405.0,70.0,5.0,11.75,1.0,21,4909.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
536,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,2010,50645,Second,10.93,2497.0,204.0,5.0,11.75,10.75,16,2979.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
537,Maruti Swift Dzire LDi,2011,130002,First,19.3,1248.0,73.9,5.0,11.75,3.85,15,8125.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
538,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,107000,First,17.8,1399.0,67.0,5.0,11.75,3.0,14,7133.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
539,Honda City i VTEC CVT VX,2015,41950,First,18.0,1497.0,117.3,5.0,11.75,9.6,11,3496.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
540,Toyota Fortuner 4x2 Manual,2012,109000,First,13.0,2982.0,168.5,7.0,13.25,13.25,14,7267.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
541,Honda Amaze VX O i VTEC,2016,9000,First,18.0,1198.0,86.7,5.0,11.75,5.75,10,818.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
542,Hyundai i20 Asta 1.4 CRDi,2014,43900,First,22.54,1396.0,88.73,5.0,11.75,6.75,12,3377.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
543,Chevrolet Enjoy TCDi LTZ 7 Seater,2013,64000,Second,18.2,1248.0,73.8,7.0,11.75,4.85,13,4571.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
544,Mercedes-Benz New C-Class Progressive C 200,2019,13190,First,0.0,1950.0,181.43,5.0,49.49,38.99,7,1649.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
545,Maruti SX4 ZXI AT Leather,2009,77652,First,12.6,1586.0,103.2,5.0,11.75,2.85,17,4314.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
546,Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,55000,First,12.99,2494.0,100.0,7.0,11.75,9.51,14,3667.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
547,BMW 5 Series 2003-2012 520d,2012,59900,Second,18.48,1995.0,177.0,5.0,18.5,18.5,14,3993.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
548,Renault Duster 110PS Diesel RxZ,2015,73539,First,19.01,1461.0,108.45,5.0,15.01,6.75,11,6128.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
549,BMW X1 sDrive 20d xLine,2017,31645,First,20.68,1995.0,190.0,5.0,48.18,29.4,9,3164.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
550,Honda City ZX GXi,2009,69690,First,17.7,1497.0,78.0,5.0,11.75,3.29,17,3872.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
551,Maruti Ciaz RS ZDi Plus SHVS,2016,41000,First,28.09,1248.0,88.5,5.0,11.75,9.5,10,3727.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
552,Maruti Swift Dzire VXi,2010,109200,Second,17.5,1298.0,85.8,5.0,11.75,2.2,16,6424.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
553,Mahindra XUV500 W6 2WD,2012,80000,First,15.1,2179.0,140.0,7.0,11.75,6.5,14,5333.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
554,Honda Civic 2006-2010 1.8 S MT,2007,51000,First,13.5,1799.0,130.0,5.0,11.75,4.9,19,2550.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
555,Maruti Ertiga ZDI,2013,105000,Second,25.47,1248.0,88.5,7.0,12.34,6.75,13,7500.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
556,Toyota Etios Liva GD,2013,179000,First,23.59,1364.0,67.04,5.0,11.75,3.8,13,12786.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
557,Audi TT 2.0 TFSI,2013,12100,First,9.9,1984.0,207.8,2.0,29.5,29.5,13,864.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
558,Skoda Rapid 1.5 TDI Style,2017,31000,First,21.13,1498.0,108.4,5.0,15.38,10.5,9,3100.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
559,Volkswagen Polo 1.5 TDI Highline,2015,50000,First,20.14,1498.0,88.8,5.0,10.15,6.2,11,4167.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
560,Skoda Laura 1.9 TDI AT Elegance,2009,48000,First,17.0,1896.0,105.0,5.0,11.75,5.0,17,2667.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
561,Mahindra Renault Logan 1.5 DLE Diesel,2007,35000,First,19.2,1461.0,65.0,5.0,11.75,2.3,19,1750.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
562,Toyota Innova Crysta 2.8 GX AT,2016,100200,First,11.36,2755.0,171.5,7.0,19.21,17.0,10,9109.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
563,BMW 3 Series 320d Luxury Line,2014,47000,First,18.88,1995.0,184.0,5.0,54.43,25.5,12,3615.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
564,Honda Jazz 1.5 S i DTEC,2015,63642,First,27.3,1498.0,98.6,5.0,11.75,5.65,11,5304.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
565,Honda Amaze VX i-DTEC,2015,62550,First,25.8,1498.0,98.6,5.0,11.75,5.6,11,5212.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
566,Jaguar XF 2.2 Litre Luxury,2015,37340,First,16.36,2179.0,187.7,5.0,29.98,29.98,11,3112.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
567,Maruti Swift Dzire VDI,2016,38461,First,26.59,1248.0,74.0,5.0,11.75,7.39,10,3496.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
568,Jeep Compass 2.0 Limited,2018,29000,First,17.1,1956.0,170.0,5.0,22.95,19.0,8,3222.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
569,Toyota Corolla Altis 1.8 Sport,2010,31000,First,12.5,1794.0,132.0,5.0,11.75,5.0,16,1824.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
570,Honda City 1.5 V MT,2011,42086,First,17.0,1497.0,118.0,5.0,11.75,3.35,15,2630.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
571,Maruti Swift ZXI,2013,49000,First,18.6,1197.0,85.8,5.0,11.75,4.45,13,3500.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
572,Hyundai Verna 1.6 SX CRDI (O) AT,2019,77240,First,22.32,1582.0,126.32,5.0,11.75,8.31,7,9655.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
573,Mahindra Bolero ZLX,2012,105000,Second,15.96,2523.0,62.1,7.0,11.15,6.0,14,7000.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
574,Maruti Swift VDI,2014,35000,First,22.9,1248.0,74.0,5.0,7.92,5.25,12,2692.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
576,Audi A6 2011-2015 2.0 TDI Premium Plus,2012,202082,First,17.68,1968.0,174.33,5.0,12.3,12.3,14,13472.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
577,Ford Ikon 1.3 LXi NXt,2004,129000,Third,13.8,1299.0,70.0,5.0,11.75,1.5,22,5609.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
578,Volkswagen Polo 1.5 TDI Highline,2018,33558,First,20.14,1498.0,88.0,5.0,10.32,8.12,8,3729.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
579,Mahindra Bolero VLX CRDe,2012,60271,First,13.6,2523.0,63.0,7.0,11.75,6.12,14,4018.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
580,Honda City i DTEC VX Option,2017,45366,First,25.1,1498.0,98.6,5.0,11.75,10.88,9,4537.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
581,Chevrolet Sail Hatchback 1.2 LS,2014,9500,First,18.2,1199.0,82.5,5.0,11.75,3.5,12,731.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
582,Hyundai i20 1.2 Spotz,2016,42362,First,18.6,1197.0,81.83,5.0,11.75,6.15,10,3851.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
